run_id;NAC_DTM_ID;morphology;deterior;center_lon;center_lat;ray_maxdia;mean_diam;δ_D;mean_depth;δ_d_1;ratio_dD;δ_dD;circu;mean_slope;mean_TRI;swirl;hiesinger
3307;REINER2;Bowl-shaped;C;3655882,198;210230,2742;26,3;52;4;3;0,3;0,057;0,006;0,9;8,17;0,270000011;off-swirl;3.3 Ga
3330;REINER2;Bowl-shaped;C;3655689,774;211016,2051;45,4;90;9;2,200000048;0,2;0,024;0,003;0,9;3,69;0,189999998;off-swirl;3.3 Ga
3342;REINER6;Bowl-shaped;C;3657041,64;217652,2116;95,6;191;10;8,300000191;0,7;0,044;0,004;0,94;6,76;0,129999995;off-swirl;3.3 Ga
3373;REINER6;Bowl-shaped;C;3656537,456;216905,9843;127,4;254;12;10,60000038;0,8;0,042;0,004;0,95;6,21;0,050000001;off-swirl;3.3 Ga
3397;REINER6;Bowl-shaped;C;3658838,592;216730,5095;158,6;317;16;12,89999962;0,7;0,041;0,003;0,92;6,47;0,300000012;off-swirl;3.3 Ga
3399;REINER6;Bowl-shaped;C;3658631,558;217334,8451;79,3;158;11;6,5;0,6;0,041;0,005;0,9;6,07;0,300000012;off-swirl;3.3 Ga
3416;REINER6;Bowl-shaped;C;3656940,36;217288,645;67;134;7;4,699999809;0,6;0,035;0,005;0,91;5,16;0,280000001;off-swirl;3.3 Ga
3437;REINER2;Bowl-shaped;C;3657980,779;209723,6513;128,6;257;8;10,39999962;0,7;0,04;0,003;0,92;6,01;0,349999994;off-swirl;3.3 Ga
3446;REINER7;Bowl-shaped;C;3630003,622;207990,2264;100,9;201;12;7,099999905;0,6;0,035;0,004;0,9;5,98;0,209999993;off-swirl;3.3 Ga
3452;REINER2;Bowl-shaped;C;3659031,545;209390,2211;51,9;103;6;4,300000191;0,2;0,042;0,003;0,91;6,32;0,430000007;off-swirl;3.3 Ga
3464;REINER6;Bowl-shaped;C;3660108,221;219387,6458;105,9;211;10;5;0,6;0,024;0,003;0,91;3,87;0,300000012;off-swirl;3.3 Ga
3482;REINER6;Bowl-shaped;C;3661716,237;216763,5747;198,9;397;21;19,79999924;0,6;0,05;0,003;0,9;8,06;0,439999998;off-swirl;3.3 Ga
3504;REINER5;Bowl-shaped;C;3634249,714;206279,9017;145;290;12;10,5;0,7;0,036;0,003;0,93;5,89;0,25;off-swirl;3.3 Ga
3523;REINER5;Bowl-shaped;C;3635715,077;207139,5961;112,7;225;13;7,300000191;0,6;0,032;0,003;0,9;5,07;0,170000002;off-swirl;3.3 Ga
3532;REINER5;Bowl-shaped;C;3634446,758;206870,9731;48,6;97;7;2,299999952;0,6;0,024;0,006;0,91;4,03;0,379999995;off-swirl;3.3 Ga
3541;REINER5;Bowl-shaped;C;3634994,715;205867,299;102,5;205;17;7,099999905;0,8;0,035;0,005;0,9;5,4;0,150000006;off-swirl;3.3 Ga
3556;REINER6;Bowl-shaped;C;3654468,458;215159,4438;111,4;222;11;8,800000191;0,6;0,039;0,003;0,91;6,09;0,129999995;off-swirl;3.3 Ga
3562;REINER6;Bowl-shaped;C;3655736,75;213690,6493;100,1;200;11;5,800000191;0,6;0,029;0,003;0,92;4,83;0,25999999;off-swirl;3.3 Ga
3586;REINER5;Bowl-shaped;C;3633717,91;206395,0806;124,7;249;13;6,900000095;0,6;0,028;0,003;0,91;4,02;0,239999995;off-swirl;3.3 Ga
3593;REINER5;Bowl-shaped;C;3637626,152;209090,2252;57,6;115;10;5,699999809;0,6;0,049;0,007;0,9;7,79;0,059999999;off-swirl;3.3 Ga
3616;REINER5;Bowl-shaped;C;3635856,041;206420,5344;64,7;129;10;4,400000095;0,6;0,034;0,005;0,91;5,44;0,280000001;off-swirl;3.3 Ga
3617;REINER6;Bowl-shaped;C;3655823,496;212472,2759;99,2;198;10;6;0,6;0,03;0,003;0,91;4,62;0,200000003;off-swirl;3.3 Ga
3625;REINER5;Bowl-shaped;C;3633697,298;206064,1374;152,2;304;10;12,5;0,8;0,041;0,003;0,95;6,04;0,029999999;off-swirl;3.3 Ga
3648;REINER3;Bowl-shaped;C;3654677,292;213123,3055;40,2;80;5;3,299999952;0,2;0,041;0,004;0,9;6,61;0,119999997;off-swirl;3.3 Ga
3689;REINER3;Bowl-shaped;C;3651800,109;210084,6143;33,4;66;5;2,700000048;0,3;0,041;0,005;0,92;6,85;0,180000007;off-swirl;3.3 Ga
3703;REINER6;Bowl-shaped;C;3660363,682;215591,8972;121,7;243;12;7,300000191;0,6;0,03;0,003;0,92;4,88;0,300000012;off-swirl;3.3 Ga
3704;REINER6;Bowl-shaped;C;3658373,109;213642,9361;86,1;172;11;8,100000381;0,6;0,047;0,004;0,9;7,91;0,5;off-swirl;3.3 Ga
3716;REINER5;Bowl-shaped;C;3638691,613;209006,8909;134,6;269;17;11,69999981;0,7;0,043;0,004;0,9;7,27;0,300000012;off-swirl;3.3 Ga
3718;REINER6;Bowl-shaped;C;3659951,119;214209,0791;110,8;221;9;9,800000191;0,6;0,044;0,003;0,9;7,28;0,49000001;off-swirl;3.3 Ga
3763;REINER6;Bowl-shaped;C;3660308,662;212403,8164;66,4;132;8;5,099999905;0,6;0,038;0,005;0,91;6;0,589999974;off-swirl;3.3 Ga
3802;REINER6;Bowl-shaped;C;3656488,885;213334,2934;78,4;156;9;4,900000095;0,6;0,031;0,004;0,92;4,54;0,189999998;off-swirl;3.3 Ga
3803;REINER6;Bowl-shaped;C;3657384,028;212462,0268;77,8;155;10;4,800000191;0,6;0,031;0,004;0,93;4,47;0,109999999;off-swirl;3.3 Ga
3826;REINER6;Bowl-shaped;C;3659347,354;213111,8385;54,7;109;9;4,900000095;0,6;0,045;0,006;0,9;6,56;0,129999995;off-swirl;3.3 Ga
3829;REINER6;Bowl-shaped;C;3660027,72;211941,6112;52,8;105;9;3,200000048;0,6;0,031;0,006;0,9;4,74;0,07;off-swirl;3.3 Ga
3834;REINER6;Bowl-shaped;C;3660412,321;216265,934;62,2;124;9;6,5;0,7;0,052;0,007;0,9;7,6;0,100000001;off-swirl;3.3 Ga
3838;REINER6;Bowl-shaped;C;3659498,681;211907,5681;52,7;105;7;4,300000191;0,6;0,041;0,006;0,95;5,83;0,409999996;off-swirl;3.3 Ga
3848;REINER6;Bowl-shaped;C;3659695,042;213384,7017;64,5;129;11;4,800000191;0,6;0,037;0,006;0,9;5,56;0,159999996;off-swirl;3.3 Ga
3874;REINER6;Bowl-shaped;C;3659269,797;215072,9051;57,8;115;8;2,599999905;0,6;0,022;0,005;0,9;3,53;0,090000004;off-swirl;3.3 Ga
3888;REINER3;Bowl-shaped;C;3654866,786;209293,5338;47,5;94;5;4,400000095;0,3;0,046;0,004;0,93;6,35;0,330000013;off-swirl;3.3 Ga
3894;REINER3;Bowl-shaped;C;3654744,37;210115,1246;33,5;66;4;2,700000048;0,4;0,04;0,006;0,91;5,64;0,189999998;off-swirl;3.3 Ga
3915;REINER6;Bowl-shaped;C;3661802,403;213480,0327;120,7;241;12;10,30000019;0,7;0,043;0,003;0,91;7,04;0,140000001;off-swirl;3.3 Ga
3923;REINER6;Bowl-shaped;C;3662688,469;211854,1905;188,8;377;27;14,80000019;0,6;0,039;0,003;0,9;5,36;0,349999994;off-swirl;3.3 Ga
3924;REINER6;Bowl-shaped;C;3661335,858;213000,0443;206;412;11;20,10000038;0,7;0,049;0,002;0,96;7,78;0,319999993;off-swirl;3.3 Ga
3940;REINER6;Bowl-shaped;C;3662042,471;212724,3417;123,7;247;14;8,199999809;0,6;0,033;0,003;0,9;5,14;0,409999996;off-swirl;3.3 Ga
3941;REINER6;Bowl-shaped;C;3661665,319;215622,0709;94,4;188;9;6,300000191;0,6;0,033;0,003;0,92;5,15;0,330000013;off-swirl;3.3 Ga
3971;REINER3;Bowl-shaped;C;3652538,667;209138,2896;65,5;131;6;6,199999809;0,3;0,048;0,003;0,91;7,4;0,109999999;off-swirl;3.3 Ga
3982;REINER6;Bowl-shaped;C;3661296,202;211728,0306;129,7;259;12;9,399999619;0,8;0,036;0,003;0,9;5,34;0,189999998;off-swirl;3.3 Ga
3995;REINER5;Bowl-shaped;C;3636590,495;205453,4615;71;142;8;6,199999809;0,6;0,044;0,005;0,9;7,15;0,360000014;off-swirl;3.3 Ga
4004;REINER3;Bowl-shaped;C;3653036,755;209057,7263;42,8;85;4;3;0,3;0,035;0,004;0,92;5,15;0,209999993;off-swirl;3.3 Ga
4022;REINER6;Bowl-shaped;C;3653932,799;209591,4852;128,4;256;15;10,5;0,6;0,041;0,003;0,92;6,28;0,170000002;off-swirl;3.3 Ga
4042;REINER6;Bowl-shaped;C;3653638,628;208958,2912;67,5;134;9;4,099999905;0,6;0,03;0,005;0,91;4,76;0,050000001;off-swirl;3.3 Ga
4049;REINER4;Bowl-shaped;C;3650520,504;211008,8088;56,5;113;5;5,800000191;0,4;0,051;0,004;0,91;7,25;0,280000001;off-swirl;3.3 Ga
4052;REINER5;Bowl-shaped;C;3637389,497;204939,1044;81,1;162;8;7;0,7;0,043;0,005;0,94;6,02;-0,02;off-swirl;3.3 Ga
4060;REINER6;Bowl-shaped;C;3656071,596;207415,9572;56,5;113;7;4;0,6;0,036;0,006;0,9;5,7;0,400000006;off-swirl;3.3 Ga
4086;REINER6;Bowl-shaped;C;3656044,513;206946,1072;76,7;153;14;4,400000095;0,6;0,029;0,005;0,91;4,23;0,300000012;off-swirl;3.3 Ga
4103;REINER6;Bowl-shaped;C;3655651,583;209628,182;63,8;127;8;3;0,6;0,023;0,005;0,92;3,85;0,189999998;off-swirl;3.3 Ga
4137;REINER5;Bowl-shaped;C;3639544,796;202795,7562;78;155;10;6,800000191;0,6;0,044;0,005;0,92;6,92;0,25;off-swirl;3.3 Ga
4162;REINER6;Bowl-shaped;C;3657516,524;209401,5197;90,4;180;11;5,5;0,6;0,03;0,004;0,9;4,62;0,119999997;off-swirl;3.3 Ga
4166;REINER6;Bowl-shaped;C;3658392,728;209654,1492;93,4;186;11;6,400000095;0,6;0,034;0,004;0,91;5,65;0,430000007;off-swirl;3.3 Ga
4199;REINER5;Bowl-shaped;C;3639636,356;203959,2595;62;123;9;4,099999905;0,6;0,033;0,006;0,9;4,97;0,230000004;off-swirl;3.3 Ga
4207;REINER5;Bowl-shaped;C;3642693,503;203085,8768;66,1;132;8;4,300000191;0,6;0,033;0,005;0,9;5,19;0,330000013;off-swirl;3.3 Ga
4212;REINER5;Bowl-shaped;C;3639307,805;202859,8372;57,2;114;7;4,199999809;0,6;0,036;0,006;0,91;5,36;0,449999988;off-swirl;3.3 Ga
4218;REINER6;Bowl-shaped;C;3656894,113;207167,4393;80,1;160;10;5,099999905;0,6;0,032;0,004;0,91;5,6;0,280000001;off-swirl;3.3 Ga
4222;REINER6;Bowl-shaped;C;3660611,566;210109,9565;76,6;153;7;5,400000095;0,6;0,035;0,004;0,9;5,86;0,360000014;off-swirl;3.3 Ga
4225;REINER5;Bowl-shaped;C;3641111,609;201527,7667;64,6;129;9;4,400000095;0,6;0,034;0,005;0,92;5,35;0,270000011;off-swirl;3.3 Ga
4237;REINER5;Bowl-shaped;C;3641950,5;203021,3733;107,1;214;10;10,19999981;0,7;0,048;0,004;0,94;6,63;0,079999998;off-swirl;3.3 Ga
4334;REINER6;Bowl-shaped;C;3656324,213;207104,6613;51,4;102;9;4;0,6;0,039;0,007;0,9;5,76;0,119999997;off-swirl;3.3 Ga
4338;REINER5;Bowl-shaped;C;3643157,531;202706,7609;123,2;246;9;9,899999619;0,6;0,04;0,003;0,94;6,69;0,219999999;off-swirl;3.3 Ga
4347;REINER5;Bowl-shaped;C;3643905,364;202523,9452;135,1;270;13;10,60000038;0,6;0,039;0,003;0,9;7,14;0,25;off-swirl;3.3 Ga
4351;REINER4;Bowl-shaped;C;3649699,479;209740,6895;65,7;131;9;6,199999809;0,4;0,047;0,005;0,92;7,46;0,129999995;off-swirl;3.3 Ga
4354;REINER5;Bowl-shaped;C;3644245,63;201441,0298;72,5;145;10;4,699999809;0,6;0,032;0,005;0,92;4,96;0,230000004;off-swirl;3.3 Ga
4370;REINER5;Bowl-shaped;C;3644432,83;202840,6165;73,3;146;9;4,300000191;0,6;0,029;0,005;0,92;4,36;0,129999995;off-swirl;3.3 Ga
4390;REINER6;Bowl-shaped;C;3662370,351;206680,0467;104,2;208;21;10,10000038;0,6;0,048;0,006;0,9;7,41;0,170000002;off-swirl;3.3 Ga
4394;REINER6;Bowl-shaped;C;3662646,06;210698,9601;61,2;122;7;5,099999905;0,6;0,042;0,005;0,92;6,41;0,280000001;off-swirl;3.3 Ga
4396;REINER6;Bowl-shaped;C;3661629,495;206784,8874;58,7;117;10;3,5;0,6;0,03;0,005;0,9;4,81;0,5;off-swirl;3.3 Ga
4407;REINER6;Bowl-shaped;C;3662089,727;206953,8928;68,2;136;11;4,199999809;0,6;0,031;0,005;0,9;4,68;0,330000013;off-swirl;3.3 Ga
4408;REINER6;Bowl-shaped;C;3662379,385;211380,7981;86,9;173;11;4,400000095;0,6;0,025;0,004;0,91;3,81;0,129999995;off-swirl;3.3 Ga
4475;REINER6;Bowl-shaped;C;3655949,254;206305,8115;106,4;212;19;8,199999809;0,7;0,039;0,005;0,9;5,95;0,170000002;off-swirl;3.3 Ga
4571;REINER6;Bowl-shaped;C;3657243,719;205252,9106;110,7;221;11;8,699999809;0,6;0,039;0,003;0,91;6,2;0,419999987;off-swirl;3.3 Ga
4600;REINER6;Bowl-shaped;C;3656620,244;203173,6066;96,4;192;8;5,800000191;0,6;0,03;0,003;0,92;4,71;0,389999986;off-swirl;3.3 Ga
4641;REINER6;Bowl-shaped;C;3660122,702;203662,1048;68,1;136;9;4,800000191;0,6;0,035;0,005;0,91;5,42;0,360000014;off-swirl;3.3 Ga
4669;REINER5;Bowl-shaped;C;3642541,478;200710,7678;136,8;273;14;10,89999962;0,6;0,04;0,003;0,95;6,26;0,140000001;off-swirl;3.3 Ga
4678;REINER6;Bowl-shaped;C;3660073,209;203289,4498;81,2;162;10;6,300000191;0,6;0,039;0,004;0,93;6,14;0,219999999;off-swirl;3.3 Ga
4752;REINER6;Bowl-shaped;C;3662459,078;206255,4197;102,7;205;13;7,900000095;0,6;0,039;0,004;0,92;6,31;0,140000001;off-swirl;3.3 Ga
4791;REINER6;Bowl-shaped;C;3662002,183;203197,3673;61,8;123;8;4,099999905;0,6;0,033;0,005;0,93;4,97;0,289999992;off-swirl;3.3 Ga
7;REINER4;Bowl-shaped;C;3647016,069;234888,9376;65,2;130;11;5,699999809;0,3;0,043;0,004;0,92;6,12;0,330000013;on-swirl;3.3 Ga
8;REINER4;Bowl-shaped;C;3646729,982;235168,8218;77;154;7;5,599999905;0,3;0,036;0,002;0,91;6,17;0,439999998;on-swirl;3.3 Ga
9;REINER3;Bowl-shaped;C;3651655,409;235468,3439;59,2;118;7;4,400000095;0,4;0,037;0,004;0,91;5,59;0,469999999;on-swirl;3.3 Ga
24;REINER3;Bowl-shaped;C;3650967,338;235355,2962;29,2;58;4;1,799999952;0,2;0,032;0,005;0,92;4,6;0,07;on-swirl;3.3 Ga
27;REINER3;Bowl-shaped;C;3651533,072;236243,6667;46,7;93;6;3;0,3;0,033;0,004;0,91;4,46;0,25999999;on-swirl;3.3 Ga
33;REINER3;Bowl-shaped;C;3651774,033;235365,9139;31,2;62;4;2,400000095;0,2;0,039;0,005;0,91;5,86;0,050000001;on-swirl;3.3 Ga
98;REINER3;Bowl-shaped;C;3652470,681;236602,5317;238,2;476;16;22,79999924;0,6;0,048;0,002;0,91;8,19;0,430000007;on-swirl;3.3 Ga
108;REINER4;Bowl-shaped;C;3649095,104;235517,1334;77;154;8;6,800000191;0,3;0,044;0,003;0,92;6,78;0,430000007;on-swirl;3.3 Ga
120;REINER4;Bowl-shaped;C;3648947,744;235276,8162;43,5;86;4;3,900000095;0,2;0,044;0,003;0,92;6,47;0,600000024;on-swirl;3.3 Ga
135;REINER4;Bowl-shaped;C;3648419,51;236181,6365;47,8;95;6;3,700000048;0,4;0,039;0,005;0,92;5;0,100000001;on-swirl;3.3 Ga
203;REINER4;Bowl-shaped;C;3650076,14;236220,5597;116,9;233;8;9,300000191;0,3;0,04;0,002;0,94;6,2;0,109999999;on-swirl;3.3 Ga
221;REINER3;Bowl-shaped;C;3651083,401;235043,9514;55,5;111;4;4;0,2;0,036;0,003;0,92;5,27;0,479999989;on-swirl;3.3 Ga
230;REINER4;Bowl-shaped;C;3649558,763;235927,6212;62,1;124;4;4,5;0,3;0,036;0,002;0,94;4,76;0,090000004;on-swirl;3.3 Ga
248;REINER3;Bowl-shaped;C;3650910,002;234986,6563;85,8;171;8;7,599999905;0,3;0,044;0,003;0,9;6,42;0,230000004;on-swirl;3.3 Ga
258;REINER3;Bowl-shaped;C;3651986,664;233957,3306;52;103;5;3,5;0,3;0,033;0,003;0,9;4,9;0,219999999;on-swirl;3.3 Ga
260;REINER3;Bowl-shaped;C;3650793,593;235225,4077;46,7;93;7;5;0,4;0,054;0,006;0,94;7,39;0,230000004;on-swirl;3.3 Ga
266;REINER4;Bowl-shaped;C;3647358,91;232681,4633;85,8;171;7;9,100000381;0,7;0,053;0,005;0,95;7,62;0,050000001;on-swirl;3.3 Ga
272;REINER4;Bowl-shaped;C;3646090,349;233574,529;92,4;184;3;9,100000381;0,4;0,049;0,002;0,99;6,78;0,129999995;on-swirl;3.3 Ga
283;REINER4;Bowl-shaped;C;3646693,146;233691,3627;27,7;55;4;2,5;0,3;0,045;0,006;0,9;6,46;0,140000001;on-swirl;3.3 Ga
287;REINER4;Bowl-shaped;C;3647256,674;232855,7671;58;115;7;4,300000191;0,3;0,037;0,003;0,95;5,5;0,140000001;on-swirl;3.3 Ga
290;REINER4;Bowl-shaped;C;3647443,735;233046,8892;25,9;51;3;2;0,2;0,038;0,005;0,94;6,21;0,610000014;on-swirl;3.3 Ga
291;REINER4;Bowl-shaped;C;3646061,66;233859,4114;89,8;179;6;9;0,6;0,05;0,004;0,94;7,12;0,109999999;on-swirl;3.3 Ga
328;REINER3;Bowl-shaped;C;3653860,429;234681,636;75,9;151;6;6,800000191;0,8;0,044;0,005;0,91;6,03;0,050000001;on-swirl;3.3 Ga
349;REINER3;Bowl-shaped;C;3654111,659;235033,7686;25,8;51;3;2,099999905;0,2;0,041;0,005;0,91;6,34;0,460000008;on-swirl;3.3 Ga
365;REINER4;Bowl-shaped;C;3649156,848;232848,5277;65,5;131;5;5;0,4;0,038;0,003;0,9;5,46;0,389999986;on-swirl;3.3 Ga
376;REINER3;Bowl-shaped;C;3652508,768;234521,7573;28,2;56;4;3,299999952;0,2;0,058;0,006;0,92;7,34;0,059999999;on-swirl;3.3 Ga
386;REINER4;Bowl-shaped;C;3648976,748;232675,1009;64,3;128;4;4,900000095;0,4;0,038;0,003;0,94;5,68;0,029999999;on-swirl;3.3 Ga
399;REINER3;Bowl-shaped;C;3652182,023;234792,9541;70,3;140;7;5,099999905;0,3;0,036;0,003;0,92;4,74;0,159999996;on-swirl;3.3 Ga
417;REINER3;Bowl-shaped;C;3654274,514;233320,3627;32,2;64;6;2,700000048;0,4;0,041;0,007;0,9;5,81;0,209999993;on-swirl;3.3 Ga
421;REINER2;Bowl-shaped;C;3658820,229;234973,4341;93,1;186;5;7,199999809;0,7;0,039;0,004;0,97;5,22;0,01;on-swirl;3.3 Ga
424;REINER4;Bowl-shaped;C;3647619,929;233058,9316;49;97;4;4,599999905;0,3;0,047;0,003;0,94;6,81;0,150000006;on-swirl;3.3 Ga
459;REINER3;Bowl-shaped;C;3651171,739;231936,1342;23,9;47;3;1,600000024;0,3;0,034;0,006;0,9;4,93;0,360000014;on-swirl;3.3 Ga
489;REINER3;Bowl-shaped;C;3650423,831;232782,6896;49,6;99;3;3,599999905;0,3;0,036;0,004;0,95;5,29;0,159999996;on-swirl;3.3 Ga
493;REINER4;Bowl-shaped;C;3649560,265;233394,7213;57,6;115;4;4,800000191;0,3;0,042;0,003;0,94;5,56;0,150000006;on-swirl;3.3 Ga
494;REINER3;Bowl-shaped;C;3651090,196;232271,9521;24,3;48;3;1,700000048;0,2;0,036;0,005;0,92;5,36;0,200000003;on-swirl;3.3 Ga
517;REINER4;Bowl-shaped;C;3646417,828;232536,3034;37,8;75;3;2,900000095;0,2;0,039;0,003;0,91;6,27;0,620000005;on-swirl;3.3 Ga
610;REINER3;Bowl-shaped;C;3653244,516;233198,1787;81;162;4;5,800000191;0,5;0,036;0,004;0,95;5,25;0,180000007;on-swirl;3.3 Ga
669;REINER2;Bowl-shaped;C;3655792,836;229763,243;54,8;109;7;4,300000191;0,2;0,039;0,003;0,91;6,11;0,170000002;on-swirl;3.3 Ga
686;REINER2;Bowl-shaped;C;3655869,905;229322,7542;52,8;105;4;5,800000191;0,4;0,055;0,004;0,97;7,85;0,02;on-swirl;3.3 Ga
688;REINER2;Bowl-shaped;C;3656267,266;230217,0947;23;46;3;2,099999905;0,2;0,045;0,005;0,91;7,23;0,569999993;on-swirl;3.3 Ga
695;REINER2;Bowl-shaped;C;3655883,363;229440,4609;53;106;7;4,099999905;0,2;0,039;0,003;0,9;5,93;0,239999995;on-swirl;3.3 Ga
695;REINER3;Bowl-shaped;C;3651797,382;229470,4407;160,7;321;13;10,30000019;0,4;0,032;0,002;0,94;4,7;0,239999995;on-swirl;3.3 Ga
709;REINER4;Bowl-shaped;C;3650601,088;232590,1612;46,8;93;4;4;0,2;0,042;0,003;0,95;5,93;0,189999998;on-swirl;3.3 Ga
712;REINER4;Bowl-shaped;C;3650640,838;232148,2925;67,1;134;7;5,300000191;0,2;0,039;0,003;0,9;6,13;0,150000006;on-swirl;3.3 Ga
760;REINER4;Bowl-shaped;C;3646293,282;230398,7528;107,9;215;8;7,800000191;0,5;0,036;0,003;0,92;5,47;0,189999998;on-swirl;3.3 Ga
767;REINER4;Bowl-shaped;C;3645994,067;229011,9294;95,3;190;5;10,30000019;0,3;0,054;0,002;0,95;7,78;0,100000001;on-swirl;3.3 Ga
782;REINER4;Bowl-shaped;C;3646750,563;229005,3307;50,7;101;5;5;0,3;0,049;0,004;0,9;7,05;0,349999994;on-swirl;3.3 Ga
787;REINER2;Bowl-shaped;C;3659012,303;230293,6558;39,6;79;3;2,799999952;0,3;0,035;0,005;0,9;5,19;0,300000012;on-swirl;3.3 Ga
793;REINER2;Bowl-shaped;C;3658331,667;229357,8404;39,4;78;4;2;0,2;0,026;0,003;0,95;3,9;0,109999999;on-swirl;3.3 Ga
808;REINER3;Bowl-shaped;C;3652455,146;229378,0898;80,6;161;8;7,599999905;0,4;0,047;0,003;0,92;6,83;0,340000004;on-swirl;3.3 Ga
815;REINER3;Bowl-shaped;C;3652928,446;230942,3174;100,8;201;7;8,199999809;0,3;0,041;0,002;0,95;6,18;0,189999998;on-swirl;3.3 Ga
824;REINER3;Bowl-shaped;C;3652254,785;229390,1742;39;78;9;1,899999976;0,3;0,024;0,004;0,91;3,44;0,189999998;on-swirl;3.3 Ga
843;REINER4;Bowl-shaped;C;3648804,683;228956,9136;55;109;7;3;0,3;0,027;0,003;0,94;4,02;0,25;on-swirl;3.3 Ga
886;REINER2;Bowl-shaped;C;3655937,051;228864,5725;139,8;279;5;14,60000038;0,3;0,052;0,001;0,95;7,87;0,140000001;on-swirl;3.3 Ga
996;REINER3;Bowl-shaped;C;3650414,959;227594,3612;27,8;55;4;2,200000048;0,2;0,04;0,005;0,91;5,77;0,079999998;on-swirl;3.3 Ga
999;REINER2;Bowl-shaped;C;3657399,465;228603,1551;130,5;260;15;10,5;0,4;0,04;0,003;0,92;6,25;0,360000014;on-swirl;3.3 Ga
1001;REINER3;Bowl-shaped;C;3651701,878;228275,3718;31;62;4;2,200000048;0,3;0,036;0,005;0,92;4,99;0,079999998;on-swirl;3.3 Ga
1011;REINER2;Bowl-shaped;C;3658237,321;228108,1218;40,9;81;4;3,400000095;0,2;0,041;0,003;0,95;5,89;0,129999995;on-swirl;3.3 Ga
1034;REINER2;Bowl-shaped;C;3657459,604;228310,92;40,8;81;4;2,599999905;0,3;0,032;0,004;0,91;4,83;0,059999999;on-swirl;3.3 Ga
1035;REINER4;Bowl-shaped;C;3646926,907;227730,4715;49,9;99;5;3,599999905;0,4;0,036;0,004;0,9;4,56;0,129999995;on-swirl;3.3 Ga
1095;REINER4;Bowl-shaped;C;3647819,39;227166,3294;69,1;138;6;7,099999905;0,3;0,051;0,003;0,9;8,26;0,330000013;on-swirl;3.3 Ga
1097;REINER2;Bowl-shaped;C;3656971,174;225158,9435;68,1;136;9;6;0,4;0,044;0,004;0,9;6,51;0,319999993;on-swirl;3.3 Ga
1102;REINER2;Bowl-shaped;C;3655980,677;226056,3946;72,5;145;5;6,699999809;0,3;0,046;0,003;0,93;7,09;0,360000014;on-swirl;3.3 Ga
1103;REINER3;Bowl-shaped;C;3652688,434;227391,8679;60,1;120;6;5,400000095;0,3;0,045;0,003;0,91;6,49;0,270000011;on-swirl;3.3 Ga
1136;REINER3;Bowl-shaped;C;3652987,456;229024,9935;25,5;51;4;1,799999952;0,2;0,035;0,005;0,91;4,87;0,039999999;on-swirl;3.3 Ga
1170;REINER2;Bowl-shaped;C;3656471,878;227017,4234;29,2;58;5;2,099999905;0,2;0,036;0,005;0,9;5,46;0,49000001;on-swirl;3.3 Ga
1182;REINER4;Bowl-shaped;C;3648712,37;228521,8894;25;50;4;1,799999952;0,3;0,035;0,006;0,91;4,97;0,01;on-swirl;3.3 Ga
1201;REINER4;Bowl-shaped;C;3650642,602;227389,407;58,9;117;4;6,099999905;0,4;0,051;0,004;0,92;7,29;0,159999996;on-swirl;3.3 Ga
1239;REINER3;Bowl-shaped;C;3650593,243;226072,968;57,4;114;4;4,900000095;0,3;0,043;0,003;0,92;6,06;0,100000001;on-swirl;3.3 Ga
1240;REINER2;Bowl-shaped;C;3658818,421;225290,3076;46,7;93;5;2,799999952;0,2;0,03;0,003;0,9;5,01;0,449999988;on-swirl;3.3 Ga
1244;REINER5;Bowl-shaped;C;3634973,477;239984,0781;122;244;8;9,899999619;0,7;0,041;0,003;0,91;6,58;0,460000008;on-swirl;3.3 Ga
1266;REINER3;Bowl-shaped;C;3651855,324;226678,011;42,2;84;6;3;0,4;0,036;0,005;0,9;5,16;0,310000002;on-swirl;3.3 Ga
1270;REINER5;Bowl-shaped;C;3636836,368;237223,0121;72;143;6;5,300000191;0,6;0,037;0,005;0,92;6,31;0,389999986;on-swirl;3.3 Ga
1271;REINER2;Bowl-shaped;C;3657464,562;226772,2972;26,9;53;3;2,099999905;0,3;0,04;0,006;0,91;5,74;0,100000001;on-swirl;3.3 Ga
1273;REINER3;Bowl-shaped;C;3651906,776;226160,5346;42,3;84;5;3,599999905;0,3;0,043;0,004;0,93;6,21;0,090000004;on-swirl;3.3 Ga
1279;REINER7;Bowl-shaped;C;3628365,752;235110,7245;131,4;262;9;9,699999809;0,6;0,037;0,003;0,94;5,97;0,289999992;on-swirl;3.3 Ga
1280;REINER5;Bowl-shaped;C;3633853,835;237090,1407;48,4;96;6;3,900000095;0,6;0,04;0,007;0,92;7,1;0,579999983;on-swirl;3.3 Ga
1281;REINER5;Bowl-shaped;C;3636083,642;238513,5587;105,7;211;11;6,5;0,6;0,031;0,003;0,91;4,66;0,159999996;on-swirl;3.3 Ga
1285;REINER5;Bowl-shaped;C;3636560,352;240695,4857;73,7;147;10;4,800000191;0,6;0,032;0,005;0,92;4,8;0,159999996;on-swirl;3.3 Ga
1290;REINER2;Bowl-shaped;C;3657514,097;225960,5679;56,2;112;4;4,400000095;0,4;0,04;0,004;0,96;5,45;0,109999999;on-swirl;3.3 Ga
1290;REINER3;Bowl-shaped;C;3651525,03;226162,6514;26,9;53;4;2;0,2;0,037;0,005;0,9;5,62;0,449999988;on-swirl;3.3 Ga
