run_id;NAC_DTM_ID;morphology;deterior;center_lon;center_lat;ray_maxdia;mean_diam;δ_D;mean_depth;δ_d_1;ratio_dD;δ_dD;circu;mean_slope;mean_TRI;swirl;hiesinger
467;REINER7;Bowl-shaped;C;3630146,035;247573,3884;109,8;219;13;6,599999905;0,6;0,03;0,003;0,9;4,58;0,569999993;off-swirl;3.3 Ga
469;REINER6;Bowl-shaped;C;3656442,156;255101,5804;93;186;13;6,400000095;0,6;0,034;0,004;0,92;5;0,340000004;off-swirl;3.3 Ga
478;REINER7;Bowl-shaped;C;3630378,692;249094,8047;82;164;11;5,5;0,6;0,034;0,005;0,92;5,29;0,140000001;off-swirl;3.3 Ga
485;REINER5;Bowl-shaped;C;3637559,611;250712,0574;73,2;146;9;4,5;0,6;0,03;0,005;0,93;4,63;0,039999999;off-swirl;3.3 Ga
502;REINER6;Bowl-shaped;C;3661074,776;255498,6121;102;204;13;10,19999981;0,8;0,05;0,005;0,9;7,78;0,230000004;off-swirl;3.3 Ga
505;REINER6;Bowl-shaped;C;3657425,934;253863,7236;63,8;127;11;3,599999905;0,6;0,029;0,005;0,91;4,45;0,360000014;off-swirl;3.3 Ga
514;REINER6;Bowl-shaped;C;3656340,57;252837,4872;63,3;126;9;4,699999809;0,6;0,037;0,006;0,91;5,28;0,119999997;off-swirl;3.3 Ga
533;REINER4;Bowl-shaped;C;3646529,577;231289,9964;57;114;4;4,199999809;0,3;0,037;0,003;0,96;4,66;0,129999995;off-swirl;3.3 Ga
540;REINER5;Bowl-shaped;C;3637117,751;248068,1575;62,2;124;8;4,300000191;0,6;0,034;0,006;0,93;4,98;0,189999998;off-swirl;3.3 Ga
560;REINER5;Bowl-shaped;C;3636492,779;248275,2559;68,2;136;11;4,199999809;0,6;0,031;0,005;0,91;4,58;0,150000006;off-swirl;3.3 Ga
578;REINER2;Bowl-shaped;C;3657789,056;231540,2092;37;74;4;2,900000095;0,3;0,039;0,005;0,92;6,48;0,150000006;off-swirl;3.3 Ga
595;REINER6;Bowl-shaped;C;3665147,629;254910,146;98,3;196;12;8,199999809;0,6;0,042;0,004;0,92;6,39;0,340000004;off-swirl;3.3 Ga
598;REINER5;Bowl-shaped;C;3642332,689;250409,6118;90,7;181;11;7,800000191;0,7;0,043;0,005;0,9;7,39;0,239999995;off-swirl;3.3 Ga
602;REINER5;Bowl-shaped;C;3640878,635;246880,5512;175,3;350;19;13,10000038;0,6;0,037;0,003;0,9;6,5;0,330000013;off-swirl;3.3 Ga
608;REINER4;Bowl-shaped;C;3648397,426;231131,567;56,9;113;9;4,5;0,2;0,04;0,004;0,9;5,84;0,449999988;off-swirl;3.3 Ga
614;REINER6;Bowl-shaped;C;3661361,845;253422,4689;122,8;245;16;11,60000038;0,8;0,047;0,005;0,9;7,67;0,300000012;off-swirl;3.3 Ga
614;REINER5;Bowl-shaped;C;3642237,309;246126,8848;103,1;206;13;7,5;0,6;0,036;0,004;0,91;5,8;0,449999988;off-swirl;3.3 Ga
620;REINER4;Bowl-shaped;C;3649201,863;231075,4548;56,4;112;4;5,699999809;0,3;0,05;0,003;0,97;7,31;0,100000001;off-swirl;3.3 Ga
626;REINER6;Bowl-shaped;C;3663077,358;256384,8356;63,7;127;10;3,299999952;0,6;0,026;0,005;0,9;4,13;0,079999998;off-swirl;3.3 Ga
629;REINER6;Bowl-shaped;C;3662923,497;254311,2949;63;126;10;4,400000095;0,6;0,035;0,005;0,9;5,18;0,109999999;off-swirl;3.3 Ga
629;REINER5;Bowl-shaped;C;3640635,6;247361,1639;72,8;145;10;4,699999809;0,6;0,032;0,005;0,9;5,28;0,180000007;off-swirl;3.3 Ga
633;REINER5;Bowl-shaped;C;3640174,937;247467,661;74,8;149;10;4,5;0,6;0,03;0,005;0,9;4,63;0,389999986;off-swirl;3.3 Ga
638;REINER6;Bowl-shaped;C;3664958,359;255797,6241;88,4;176;12;5,699999809;0,6;0,032;0,004;0,91;5,05;0,280000001;off-swirl;3.3 Ga
639;REINER7;Bowl-shaped;C;3631930,438;247725,6844;96,5;192;11;9,899999619;0,6;0,051;0,004;0,94;7,94;0,49000001;off-swirl;3.3 Ga
641;REINER6;Bowl-shaped;C;3665511,442;254783,1569;111,7;223;13;6,599999905;0,8;0,029;0,004;0,91;4,41;0,239999995;off-swirl;3.3 Ga
652;REINER6;Bowl-shaped;C;3665323,813;254224,5471;108,2;216;10;7;1;0,032;0,005;0,95;4,44;0,029999999;off-swirl;3.3 Ga
662;REINER6;Bowl-shaped;C;3664414,6;256254,4206;65;130;11;3,200000048;0,6;0,025;0,005;0,9;3,72;0,039999999;off-swirl;3.3 Ga
665;REINER5;Bowl-shaped;C;3640422,886;247436,0478;61,2;122;10;4;0,6;0,032;0,006;0,91;4,96;0,129999995;off-swirl;3.3 Ga
670;REINER7;Bowl-shaped;C;3631776,238;247955,8575;74,7;149;14;5,099999905;0,6;0,034;0,005;0,9;5,61;0,25;off-swirl;3.3 Ga
678;REINER5;Bowl-shaped;C;3642071,012;246609,7005;58,6;117;8;3,900000095;0,6;0,033;0,006;0,92;5,07;0,200000003;off-swirl;3.3 Ga
684;REINER7;Bowl-shaped;C;3633234,146;247871,1263;63,6;127;8;4,199999809;0,6;0,033;0,005;0,9;5,6;0,639999986;off-swirl;3.3 Ga
687;REINER5;Bowl-shaped;C;3641207,795;246781,6753;81,1;162;9;4,699999809;0,6;0,029;0,004;0,92;4,55;0,07;off-swirl;3.3 Ga
708;REINER6;Bowl-shaped;C;3655616,666;249217,9107;109,1;218;14;6,599999905;0,6;0,03;0,003;0,91;4,99;0,289999992;off-swirl;3.3 Ga
714;REINER6;Bowl-shaped;C;3654958,275;249768,7544;123;246;11;9,399999619;0,6;0,038;0,003;0,93;6,27;0,090000004;off-swirl;3.3 Ga
725;REINER7;Bowl-shaped;C;3634570,442;247408,3606;60,6;121;7;3,799999952;0,6;0,032;0,005;0,91;5,02;0,319999993;off-swirl;3.3 Ga
731;REINER5;Bowl-shaped;C;3642216,268;248939,0915;74;147;8;3,700000048;0,7;0,025;0,005;0,9;3,71;0,189999998;off-swirl;3.3 Ga
749;REINER6;Bowl-shaped;C;3654788,482;250688,6142;66,3;132;10;4,699999809;0,6;0,035;0,005;0,9;5,6;0,200000003;off-swirl;3.3 Ga
781;REINER7;Bowl-shaped;C;3624892,891;242021,036;116,2;232;15;8,399999619;0,6;0,036;0,003;0,91;5,92;0,430000007;off-swirl;3.3 Ga
785;REINER7;Bowl-shaped;C;3624195,03;241144,3277;83,6;167;13;8,199999809;0,6;0,049;0,005;0,9;7,89;0,74000001;off-swirl;3.3 Ga
790;REINER7;Bowl-shaped;C;3623308,517;241392,4002;66;132;8;5;0,6;0,038;0,005;0,91;6,71;0,449999988;off-swirl;3.3 Ga
796;REINER5;Bowl-shaped;C;3643980,952;245895,7742;75,4;150;9;6,199999809;0,6;0,041;0,005;0,9;6,55;0,230000004;off-swirl;3.3 Ga
799;REINER5;Bowl-shaped;C;3643355,236;246520,2954;67;134;8;4,800000191;0,6;0,035;0,005;0,9;5,24;0,189999998;off-swirl;3.3 Ga
801;REINER5;Bowl-shaped;C;3643550,547;248186,0534;71,4;142;8;5,199999809;0,6;0,037;0,005;0,91;5,61;0,150000006;off-swirl;3.3 Ga
815;REINER5;Bowl-shaped;C;3644986,125;247464,2401;65,6;131;8;3,099999905;0,6;0,023;0,005;0,9;4,01;0,379999995;off-swirl;3.3 Ga
820;REINER7;Bowl-shaped;C;3624499,359;240954,9339;71,8;143;8;4;0,6;0,028;0,004;0,94;4,31;0,100000001;off-swirl;3.3 Ga
838;REINER5;Bowl-shaped;C;3637055,864;242320,2313;208,3;416;27;19,20000076;0,7;0,046;0,003;0,92;7,08;0,330000013;off-swirl;3.3 Ga
840;REINER7;Bowl-shaped;C;3625087,274;240390,5486;71,7;143;12;5,699999809;0,7;0,039;0,006;0,91;5,71;0,180000007;off-swirl;3.3 Ga
856;REINER5;Bowl-shaped;C;3636985,063;245253,6858;107,8;215;11;6,599999905;0,6;0,031;0,003;0,91;4,76;0,370000005;off-swirl;3.3 Ga
862;REINER5;Bowl-shaped;C;3636193,617;243828,983;93,9;187;10;7,599999905;0,6;0,041;0,004;0,9;6,55;0,289999992;off-swirl;3.3 Ga
878;REINER7;Bowl-shaped;C;3626861,837;240480,4038;139;278;13;12,19999981;0,6;0,044;0,003;0,91;7,3;0,239999995;off-swirl;3.3 Ga
878;REINER5;Bowl-shaped;C;3636745,696;241599,2578;83,2;166;10;5,800000191;0,6;0,035;0,004;0,92;5,48;0,129999995;off-swirl;3.3 Ga
893;REINER7;Bowl-shaped;C;3628721,22;241322,9605;113;225;12;8,600000381;0,6;0,038;0,003;0,92;6,39;0,270000011;off-swirl;3.3 Ga
895;REINER7;Bowl-shaped;C;3629907,923;240847,8793;89,4;178;8;6,099999905;0,6;0,034;0,004;0,9;5,57;0,430000007;off-swirl;3.3 Ga
907;REINER7;Bowl-shaped;C;3630107,105;240222,5588;78,2;156;8;5,099999905;0,6;0,033;0,004;0,91;4,97;0,289999992;off-swirl;3.3 Ga
922;REINER7;Bowl-shaped;C;3629426,014;240639,1805;58,7;117;9;2,700000048;0,6;0,023;0,005;0,93;3,47;0,209999993;off-swirl;3.3 Ga
923;REINER7;Bowl-shaped;C;3629531,631;243104,3821;74,2;148;9;5,5;0,7;0,037;0,005;0,91;5,91;0,239999995;off-swirl;3.3 Ga
926;REINER7;Bowl-shaped;C;3629316,839;242368,9863;67,2;134;11;5,300000191;0,6;0,039;0,005;0,9;6,05;0,330000013;off-swirl;3.3 Ga
940;REINER7;Bowl-shaped;C;3627511,806;239713,353;63,1;126;9;4,099999905;0,6;0,033;0,005;0,9;5,48;0,519999981;off-swirl;3.3 Ga
942;REINER6;Bowl-shaped;C;3660562,842;251087,9315;71,5;142;8;4;0,7;0,028;0,005;0,93;3,86;0,109999999;off-swirl;3.3 Ga
962;REINER7;Bowl-shaped;C;3630450,06;243836,308;61,1;122;8;2,599999905;0,6;0,021;0,005;0,9;3,52;0,219999999;off-swirl;3.3 Ga
969;REINER6;Bowl-shaped;C;3664077,316;247292,2278;129;258;12;9,5;0,7;0,037;0,003;0,93;6,02;0,200000003;off-swirl;3.3 Ga
1010;REINER7;Bowl-shaped;C;3633271,012;241185,4071;153,8;307;19;13,30000019;0,6;0,043;0,003;0,91;7,01;0,479999989;off-swirl;3.3 Ga
1017;REINER5;Bowl-shaped;C;3639705,647;242932,6494;78,6;157;9;6,699999809;0,6;0,043;0,005;0,93;7,1;0,389999986;off-swirl;3.3 Ga
1018;REINER6;Bowl-shaped;C;3664412,044;251557,4586;64,4;128;9;4,099999905;0,6;0,032;0,005;0,94;4,98;0,270000011;off-swirl;3.3 Ga
1024;REINER5;Bowl-shaped;C;3641236,53;241850,3;81,4;162;10;7,900000095;0,6;0,049;0,005;0,91;7,61;0,360000014;off-swirl;3.3 Ga
1057;REINER5;Bowl-shaped;C;3641415,916;242972,2932;96,3;192;10;6;0,6;0,031;0,004;0,91;5,08;0,310000002;off-swirl;3.3 Ga
1067;REINER5;Bowl-shaped;C;3639580,927;242603,8028;68,5;137;10;6,5;0,6;0,048;0,006;0,91;7,47;0,310000002;off-swirl;3.3 Ga
1070;REINER7;Bowl-shaped;C;3631086,335;240844,0913;107,7;215;11;5,400000095;0,6;0,025;0,003;0,91;4,13;0,270000011;off-swirl;3.3 Ga
1077;REINER7;Bowl-shaped;C;3633310,385;241927,3677;71,6;143;8;5,5;0,6;0,038;0,005;0,93;6,26;0,270000011;off-swirl;3.3 Ga
1079;REINER7;Bowl-shaped;C;3631239,884;243520,0605;96,7;193;10;5,400000095;0,6;0,028;0,003;0,91;4,66;0,159999996;off-swirl;3.3 Ga
1089;REINER7;Bowl-shaped;C;3632862,964;240766,6826;67,1;134;8;3,799999952;0,6;0,028;0,005;0,9;4,61;0,469999999;off-swirl;3.3 Ga
1096;REINER6;Bowl-shaped;C;3655879,933;246100,0839;148,9;297;13;14,5;0,6;0,049;0,003;0,91;8,21;0,569999993;off-swirl;3.3 Ga
1100;REINER7;Bowl-shaped;C;3631340,296;239673,7558;99,7;199;10;8,100000381;1;0,04;0,005;0,91;5,53;0,180000007;off-swirl;3.3 Ga
1102;REINER6;Bowl-shaped;C;3654000,375;245606,1489;97,8;195;12;8,800000191;0,7;0,045;0,004;0,91;7,04;0,439999998;off-swirl;3.3 Ga
1112;REINER6;Bowl-shaped;C;3654876,68;244342,6386;98;196;9;5,400000095;0,6;0,028;0,003;0,92;4,22;0,170000002;off-swirl;3.3 Ga
1245;REINER6;Bowl-shaped;C;3659252,978;246045,9355;51;101;9;2,799999952;0,6;0,028;0,006;0,91;4,22;0,469999999;off-swirl;3.3 Ga
1246;REINER6;Bowl-shaped;C;3660512,665;246382,3523;64;128;8;4,699999809;0,6;0,037;0,005;0,92;5,46;0,280000001;off-swirl;3.3 Ga
1256;REINER7;Bowl-shaped;C;3627897,584;234746,7658;195,4;390;20;15,89999962;0,6;0,041;0,003;0,93;6,77;0,540000021;off-swirl;3.3 Ga
1259;REINER5;Bowl-shaped;C;3635145,435;240742,5022;71,9;143;11;6,400000095;1,1;0,044;0,008;0,9;6;0,100000001;off-swirl;3.3 Ga
1313;REINER7;Bowl-shaped;C;3629094,392;238733,0838;61,2;122;9;5,300000191;0,6;0,043;0,006;0,92;7,25;0,430000007;off-swirl;3.3 Ga
1335;REINER6;Bowl-shaped;C;3661950,298;244918,069;135,6;271;11;10,89999962;0,7;0,04;0,003;0,91;6,7;0,419999987;off-swirl;3.3 Ga
1425;REINER2;Bowl-shaped;C;3655328,126;223364,3484;45,6;91;4;3,700000048;0,2;0,04;0,003;0,9;6,64;0,319999993;off-swirl;3.3 Ga
1505;REINER7;Bowl-shaped;C;3624371,993;234482,5243;148,7;297;14;10,80000019;0,6;0,036;0,003;0,91;6,18;0,400000006;off-swirl;3.3 Ga
1518;REINER7;Bowl-shaped;C;3625580,675;233113,6858;197,4;394;18;16,20000076;0,8;0,041;0,003;0,91;6,74;0,239999995;off-swirl;3.3 Ga
1520;REINER7;Bowl-shaped;C;3624815,561;234547,6307;86;172;9;6,300000191;0,6;0,036;0,004;0,91;5,32;0,100000001;off-swirl;3.3 Ga
1566;REINER7;Bowl-shaped;C;3625220,105;232060,2815;137,6;275;14;9,300000191;0,6;0,034;0,003;0,94;5,86;0,50999999;off-swirl;3.3 Ga
1568;REINER5;Bowl-shaped;C;3636538,341;230890,9924;127,1;254;11;12;0,7;0,047;0,004;0,93;7,22;0,129999995;off-swirl;3.3 Ga
1572;REINER7;Bowl-shaped;C;3625278,933;229823,2536;52,5;105;7;2,200000048;0,6;0,021;0,006;0,9;2,95;0,209999993;off-swirl;3.3 Ga
1601;REINER6;Bowl-shaped;C;3658659,236;238406,4734;87,4;174;13;6,5;0,7;0,037;0,005;0,91;5,49;0,209999993;off-swirl;3.3 Ga
1604;REINER6;Bowl-shaped;C;3658436,282;240106,9104;86,5;173;11;6,5;0,8;0,038;0,005;0,92;5,18;0,059999999;off-swirl;3.3 Ga
1610;REINER6;Bowl-shaped;C;3660188,672;239451,721;61,6;123;9;4,199999809;0,6;0,034;0,005;0,9;5,63;0,479999989;off-swirl;3.3 Ga
1625;REINER6;Bowl-shaped;C;3656581,968;239748,1961;78;156;9;8,5;0,8;0,054;0,006;0,9;7,78;0,25999999;off-swirl;3.3 Ga
1640;REINER6;Bowl-shaped;C;3660807,788;240613,9558;72,1;144;14;7,199999809;0,7;0,05;0,007;0,9;7,31;0,119999997;off-swirl;3.3 Ga
1675;REINER6;Bowl-shaped;C;3661077,114;241554,2722;64,4;128;9;5,099999905;0,6;0,04;0,005;0,9;5,89;0,079999998;off-swirl;3.3 Ga
1692;REINER7;Bowl-shaped;C;3628173,185;233530,4554;58,1;116;10;3,299999952;0,6;0,028;0,005;0,92;4,21;0,140000001;off-swirl;3.3 Ga
1698;REINER3;Bowl-shaped;C;3653778,813;224135,1709;142,7;285;9;15;0,8;0,052;0,003;0,92;7,43;0,280000001;off-swirl;3.3 Ga
1713;REINER7;Bowl-shaped;C;3627196,922;233700,0916;58,9;117;10;4,099999905;0,6;0,035;0,006;0,9;5,07;0,219999999;off-swirl;3.3 Ga
1731;REINER6;Bowl-shaped;C;3657197,343;239807,4516;66,4;132;7;6,800000191;0,7;0,051;0,006;0,92;7,63;0,209999993;off-swirl;3.3 Ga
1784;REINER5;Bowl-shaped;C;3641689,083;231069,231;67,1;134;8;7,599999905;0,6;0,057;0,006;0,91;7,49;0,300000012;off-swirl;3.3 Ga
1832;REINER3;Bowl-shaped;C;3654391,462;223559,0106;78,3;156;4;7,900000095;0,3;0,051;0,002;0,95;8,23;0,129999995;off-swirl;3.3 Ga
1848;REINER6;Bowl-shaped;C;3662580,066;236910,3101;75,1;150;7;4,400000095;0,6;0,03;0,004;0,92;4,27;0,159999996;off-swirl;3.3 Ga
1864;REINER6;Bowl-shaped;C;3661910,92;236718,1343;190,6;381;21;16,29999924;1,4;0,043;0,004;0,94;6,46;0,170000002;off-swirl;3.3 Ga
1879;REINER5;Bowl-shaped;C;3636761,219;230579,7674;223,7;447;17;15,19999981;0,9;0,034;0,002;0,92;5,68;0,379999995;off-swirl;3.3 Ga
1900;REINER3;Bowl-shaped;C;3651763,326;222341,4747;32,7;65;4;2,700000048;0,2;0,041;0,005;0,94;6,07;0,319999993;off-swirl;3.3 Ga
1902;REINER3;Bowl-shaped;C;3651621,921;221507,4553;36,8;73;4;3,799999952;0,3;0,051;0,005;0,92;7,55;0,090000004;off-swirl;3.3 Ga
1927;REINER7;Bowl-shaped;C;3624826,563;229045,7524;56,9;113;11;4,699999809;0,6;0,041;0,007;0,9;6,05;0,460000008;off-swirl;3.3 Ga
1937;REINER7;Bowl-shaped;C;3623163,355;227392,2175;61,1;122;8;3,799999952;0,6;0,032;0,005;0,91;4,76;0,170000002;off-swirl;3.3 Ga
1943;REINER6;Bowl-shaped;C;3655253,757;233900,9311;116;231;11;9,5;0,9;0,041;0,004;0,93;6,25;0,109999999;off-swirl;3.3 Ga
1949;REINER6;Bowl-shaped;C;3655545,872;236217,1294;86,9;173;10;7,699999809;0,6;0,044;0,004;0,91;7,08;0,140000001;off-swirl;3.3 Ga
1976;REINER6;Bowl-shaped;C;3654635,816;233824,7412;110;220;11;8,399999619;1,1;0,038;0,005;0,9;5,65;0,170000002;off-swirl;3.3 Ga
2019;REINER7;Bowl-shaped;C;3627641,268;225888,7463;213,6;427;19;16,10000038;0,8;0,038;0,003;0,93;6,12;0,230000004;off-swirl;3.3 Ga
2044;REINER3;Bowl-shaped;C;3652644,452;222562,4632;40,7;81;4;4,199999809;0,2;0,051;0,004;0,94;6,94;-0,01;off-swirl;3.3 Ga
2047;REINER6;Bowl-shaped;C;3657538,173;236130,9371;94,8;189;12;8,300000191;0,7;0,044;0,004;0,93;6,97;0,140000001;off-swirl;3.3 Ga
2050;REINER7;Bowl-shaped;C;3628283,093;226311,217;70,7;141;10;6,699999809;0,8;0,048;0,006;0,92;6,84;0,310000002;off-swirl;3.3 Ga
2053;REINER7;Bowl-shaped;C;3627437,118;225143,0356;149,4;298;12;12,60000038;0,7;0,042;0,003;0,96;5,58;0,280000001;off-swirl;3.3 Ga
2072;REINER7;Bowl-shaped;C;3629577,754;225746,7493;75,5;151;11;5,900000095;0,6;0,039;0,005;0,91;6,54;0,379999995;off-swirl;3.3 Ga
2098;REINER6;Bowl-shaped;C;3660709,845;235913,0359;86;172;8;5,5;0,7;0,032;0,004;0,93;4,66;0,219999999;off-swirl;3.3 Ga
2148;REINER3;Bowl-shaped;C;3654906,336;222841,3179;60,1;120;3;6,199999809;0,2;0,051;0,002;0,94;7,94;0,400000006;off-swirl;3.3 Ga
2163;REINER2;Bowl-shaped;C;3658094,608;219152,7341;47,1;94;3;3,700000048;0,2;0,039;0,003;0,94;5,63;0,319999993;off-swirl;3.3 Ga
2179;REINER2;Bowl-shaped;C;3658508,157;219208,209;32,3;64;5;2,200000048;0,3;0,034;0,006;0,92;4,52;0,180000007;off-swirl;3.3 Ga
2234;REINER6;Bowl-shaped;C;3661836,26;236315,2664;156,6;313;25;15,30000019;0,8;0,049;0,005;0,92;7,86;0,300000012;off-swirl;3.3 Ga
2336;REINER4;Bowl-shaped;C;3647348,774;219617,7818;48,4;96;5;5,5;0,4;0,057;0,005;0,94;7,97;0,029999999;off-swirl;3.3 Ga
2363;REINER7;Bowl-shaped;C;3626836,609;223796,9249;113,3;226;11;8,100000381;0,7;0,036;0,004;0,92;5,32;0,079999998;off-swirl;3.3 Ga
2376;REINER4;Bowl-shaped;C;3646427,812;218725,9986;30,3;60;3;2,200000048;0,3;0,036;0,005;0,92;5,39;0,209999993;off-swirl;3.3 Ga
2389;REINER6;Bowl-shaped;C;3653906,775;229393,2559;66,9;133;9;3,599999905;0,6;0,027;0,005;0,9;4,18;0,319999993;off-swirl;3.3 Ga
2435;REINER2;Bowl-shaped;C;3658797,824;218365,0855;36,5;72;5;3,099999905;0,3;0,043;0,005;0,9;6,48;0,430000007;off-swirl;3.3 Ga
2441;REINER2;Bowl-shaped;C;3657960,397;218157,3325;42;83;5;2,099999905;0,2;0,025;0,003;0,91;3,94;0,370000005;off-swirl;3.3 Ga
2470;REINER4;Bowl-shaped;C;3648107,605;220173,9874;61,9;123;8;6,800000191;0,2;0,055;0,004;0,9;8,39;0,449999988;off-swirl;3.3 Ga
2474;REINER7;Bowl-shaped;C;3632886,537;221033,8988;234,1;468;27;19,5;0,8;0,042;0,003;0,91;6,5;0,460000008;off-swirl;3.3 Ga
2530;REINER4;Bowl-shaped;C;3649308,195;220140,0138;25,4;50;4;2,299999952;0,2;0,045;0,005;0,91;7,7;0,189999998;off-swirl;3.3 Ga
2594;REINER2;Bowl-shaped;C;3656331,348;216226,9706;24,5;48;3;2,200000048;0,2;0,044;0,006;0,9;6,77;0,230000004;off-swirl;3.3 Ga
2607;REINER7;Bowl-shaped;C;3622861,352;215696,8822;132,8;265;12;8,699999809;0,7;0,033;0,003;0,92;5,31;0,170000002;off-swirl;3.3 Ga
2611;REINER7;Bowl-shaped;C;3624382,294;215388,7061;143,3;286;13;13,89999962;0,8;0,049;0,004;0,9;7,47;0,319999993;off-swirl;3.3 Ga
2633;REINER2;Bowl-shaped;C;3656074,733;215076,7277;33,7;67;4;2,299999952;0,3;0,034;0,005;0,9;4,76;0,039999999;off-swirl;3.3 Ga
2668;REINER2;Bowl-shaped;C;3657785,833;216789,8008;41,5;82;7;2,700000048;0,3;0,033;0,005;0,91;4,85;0,119999997;off-swirl;3.3 Ga
2682;REINER2;Bowl-shaped;C;3657429,337;216512,7303;26,5;53;4;1,899999976;0,2;0,035;0,005;0,91;4,96;0,289999992;off-swirl;3.3 Ga
2694;REINER2;Bowl-shaped;C;3658224,978;215469,1842;25,5;51;4;1,899999976;0,2;0,037;0,005;0,91;6,19;0,140000001;off-swirl;3.3 Ga
2711;REINER5;Bowl-shaped;C;3636480,521;216640,67;81,6;163;12;7,199999809;0,6;0,044;0,005;0,92;6,58;0,200000003;off-swirl;3.3 Ga
2721;REINER7;Bowl-shaped;C;3628823,72;219420,4566;89,5;179;9;8,399999619;0,8;0,047;0,005;0,9;7,59;0,159999996;off-swirl;3.3 Ga
2725;REINER7;Bowl-shaped;C;3628407,995;219498,6024;120;239;12;7,900000095;0,7;0,033;0,003;0,9;4,92;0,140000001;off-swirl;3.3 Ga
2732;REINER5;Bowl-shaped;C;3636028,784;216638,3414;63,9;127;9;3,599999905;0,6;0,028;0,005;0,91;4,6;0,550000012;off-swirl;3.3 Ga
2790;REINER2;Bowl-shaped;C;3656578,24;213296,5643;67,3;134;6;6,199999809;0,3;0,046;0,003;0,91;6,61;0,389999986;off-swirl;3.3 Ga
2800;REINER6;Bowl-shaped;C;3655349,048;223016,1903;105,6;211;11;10,5;0,6;0,05;0,004;0,91;8,17;0,330000013;off-swirl;3.3 Ga
2811;REINER6;Bowl-shaped;C;3655044,204;223123,4253;108,8;217;9;9,100000381;0,6;0,042;0,003;0,94;6,91;0,300000012;off-swirl;3.3 Ga
2857;REINER7;Bowl-shaped;C;3631115,581;218566,683;125,1;250;10;12,80000019;0,7;0,051;0,003;0,93;8,5;0,170000002;off-swirl;3.3 Ga
2862;REINER5;Bowl-shaped;C;3639302,276;216775,7196;111,7;223;13;8,100000381;0,8;0,036;0,004;0,92;5,39;0,109999999;off-swirl;3.3 Ga
2880;REINER5;Bowl-shaped;C;3641374,105;217909,0488;119,6;239;16;7,699999809;0,6;0,032;0,003;0,9;5,13;0,419999987;off-swirl;3.3 Ga
2881;REINER6;Bowl-shaped;C;3654104,788;223290,8231;108,2;216;10;7,800000191;0,8;0,036;0,004;0,95;5,32;0,150000006;off-swirl;3.3 Ga
2907;REINER6;Bowl-shaped;C;3660817,843;224150,1605;146,5;293;13;11,5;0,6;0,039;0,003;0,9;6,75;0,389999986;off-swirl;3.3 Ga
2947;REINER7;Bowl-shaped;C;3623768,326;209957,0882;114;228;13;6,099999905;0,6;0,027;0,003;0,91;4,24;0,379999995;off-swirl;3.3 Ga
2955;REINER5;Bowl-shaped;C;3640032,341;216783,3688;49,6;99;7;3,200000048;0,8;0,032;0,008;0,92;5;0,270000011;off-swirl;3.3 Ga
2958;REINER7;Bowl-shaped;C;3623171,255;211276,9557;69,3;138;10;5,699999809;0,6;0,041;0,005;0,9;6,88;0,289999992;off-swirl;3.3 Ga
2962;REINER6;Bowl-shaped;C;3659210,16;226342,0032;89,6;179;11;8,199999809;0,6;0,046;0,004;0,91;7,6;0,370000005;off-swirl;3.3 Ga
2964;REINER7;Bowl-shaped;C;3624758,635;210423,1059;72,5;145;10;4,699999809;0,6;0,033;0,005;0,9;6,15;0,310000002;off-swirl;3.3 Ga
2967;REINER2;Bowl-shaped;C;3658590,641;213850,7518;46,5;93;5;3,200000048;0,3;0,035;0,004;0,9;5,43;0,270000011;off-swirl;3.3 Ga
2975;REINER2;Bowl-shaped;C;3657289,975;213454,0864;47,9;95;6;4,099999905;0,4;0,043;0,005;0,94;5,67;0,079999998;off-swirl;3.3 Ga
2980;REINER2;Bowl-shaped;C;3657898,37;214101,08;26,6;53;4;2;0,3;0,037;0,006;0,91;4,94;-0,029999999;off-swirl;3.3 Ga
2982;REINER7;Bowl-shaped;C;3622816,159;212806,0179;70,4;140;9;4;0,6;0,028;0,005;0,92;4,12;0,119999997;off-swirl;3.3 Ga
2984;REINER2;Bowl-shaped;C;3657726,38;213193,4702;30,2;60;4;2;0,2;0,032;0,004;0,9;4,84;0,039999999;off-swirl;3.3 Ga
2988;REINER7;Bowl-shaped;C;3624415,731;211435,2219;106,6;213;14;9;0,6;0,042;0,004;0,91;6,47;0,189999998;off-swirl;3.3 Ga
3058;REINER7;Bowl-shaped;C;3626333,229;212166,017;139,9;279;14;8,300000191;0,8;0,03;0,003;0,9;4,76;0,170000002;off-swirl;3.3 Ga
3093;REINER7;Bowl-shaped;C;3627474,61;211739,1441;112,1;224;13;6,099999905;0,6;0,027;0,003;0,9;4,5;0,439999998;off-swirl;3.3 Ga
3104;REINER5;Bowl-shaped;C;3643576,435;218458,8679;81,8;163;8;8,300000191;0,7;0,051;0,005;0,92;7,9;0,25999999;off-swirl;3.3 Ga
3196;REINER2;Bowl-shaped;C;3658836,821;212401,2868;71;142;8;6,199999809;0,3;0,044;0,003;0,93;6,45;0,200000003;off-swirl;3.3 Ga
3215;REINER2;Bowl-shaped;C;3657265,521;211496,8754;52,6;105;6;3,700000048;0,4;0,035;0,004;0,94;4,98;0,100000001;off-swirl;3.3 Ga
3284;REINER2;Bowl-shaped;C;3656348,47;209937,176;50,4;100;5;3,400000095;0,3;0,034;0,003;0,9;4,93;0,430000007;off-swirl;3.3 Ga
